CustomerID,Age,Gender,Location,Annual_Income,Purchase_Frequency,Avg_Order_Value,Total_Annual_Spend,Top_Category,Preferred_Channel,Days_Since_Last_Purchase,Returns_Count,Satisfaction_Score,Loyalty_Score
CUST03061,24,Female,Los Angeles,41262,12,61.24,734.88,Toys,Mobile App,25,2,4.0,4.7
CUST03062,28,Male,Los Angeles,92908,8,26.42,211.36,Books,Mobile App,165,2,3.1,2.9
CUST03063,32,Male,Philadelphia,96101,12,93.31,1119.72,Groceries,In-Store,2,3,3.7,5.0
CUST03064,40,Male,San Diego,100820,6,106.8,640.8,Electronics,Online,21,0,4.0,3.6
CUST03065,24,Female,San Antonio,87800,13,86.78,1128.14,Books,In-Store,3,1,3.8,5.2
CUST03066,23,Male,Phoenix,127647,7,19.02,133.14,Clothing,In-Store,30,0,3.5,3.5
CUST03067,32,Female,San Diego,37631,11,62.08,682.88,Automotive,Online,36,0,4.2,4.4
CUST03068,33,Male,Philadelphia,60226,10,166.38,1663.8,Automotive,Mobile App,3,3,4.4,4.9
CUST03069,26,Male,Chicago,54056,8,227.33,1818.64,Books,In-Store,28,0,4.0,4.4
CUST03070,23,Male,Los Angeles,43495,15,258.77,3881.55,Groceries,Online,6,0,3.9,6.7
CUST03071,30,Female,San Jose,51536,13,60.42,785.46,Sports,Online,74,2,2.7,4.6
CUST03072,49,Female,San Diego,100806,17,41.59,707.03,Books,Online,58,2,3.6,5.3
CUST03073,33,Male,Los Angeles,33249,13,112.47,1462.11,Toys,Online,7,2,3.6,5.3
CUST03074,37,Male,San Jose,42804,14,246.11,3445.54,Beauty,Online,39,1,4.2,6.1
CUST03075,35,Male,Phoenix,106955,16,44.72,715.52,Electronics,In-Store,31,2,3.5,5.3
CUST03076,19,Male,Philadelphia,57750,11,67.26,739.86,Books,Online,6,1,2.6,4.6
CUST03077,40,Male,New York,34905,18,45.42,817.56,Health,Online,3,1,4.2,5.9
CUST03078,18,Female,Dallas,23594,11,10,110,Books,Online,2,0,3.7,4.4
CUST03079,18,Male,Los Angeles,50651,17,64.81,1101.77,Groceries,In-Store,91,2,3.6,5.3
CUST03080,20,Female,San Antonio,47048,14,56.45,790.3,Sports,Online,36,2,3.6,5.0
CUST03081,28,Male,San Jose,58771,10,46.17,461.7,Home & Garden,Mobile App,58,1,4.3,4.0
CUST03082,38,Female,Dallas,88052,14,152.11,2129.54,Health,Online,9,0,3.9,5.7
CUST03083,38,Male,Philadelphia,49671,11,45.12,496.32,Electronics,Online,18,0,4.1,4.4
CUST03084,33,Non-binary,Los Angeles,51108,13,26.65,346.45,Books,In-Store,3,1,3.8,4.8
CUST03085,50,Female,Philadelphia,85338,11,90.47,995.17,Sports,Online,135,2,3.9,3.9
CUST03086,26,Male,Phoenix,20000,11,75.46,830.06,Clothing,Mobile App,26,1,3.7,4.5
CUST03087,23,Male,Los Angeles,130971,12,41.25,495.0,Home & Garden,In-Store,36,1,3.5,4.5
CUST03088,18,Non-binary,San Jose,26061,14,228.63,3200.82,Automotive,In-Store,35,2,4.4,6.0
CUST03089,34,Female,New York,33001,15,45.64,684.6,Beauty,In-Store,46,2,3.6,5.1
CUST03090,27,Male,San Antonio,32671,8,53.55,428.4,Sports,In-Store,50,0,3.7,3.7
CUST03091,33,Female,Phoenix,68903,10,57.12,571.2,Automotive,In-Store,12,3,3.3,4.3
CUST03092,19,Female,Chicago,42708,16,34.3,548.8,Sports,Online,11,2,3.2,5.4
CUST03093,42,Male,New York,27474,13,49.29,640.77,Books,In-Store,12,1,4.3,4.9
CUST03094,18,Male,San Diego,88730,10,37.56,375.6,Health,In-Store,9,2,2.6,4.3
CUST03095,38,Female,Los Angeles,85085,12,87.27,1047.24,Home & Garden,Online,19,1,3.4,4.8
CUST03096,53,Female,Houston,156236,16,32.1,513.6,Clothing,In-Store,22,1,3.7,5.3
CUST03097,26,Female,San Jose,53202,14,19.22,269.08,Toys,In-Store,34,3,3.6,4.8
CUST03098,46,Female,Philadelphia,38988,13,263.81,3429.53,Automotive,Online,6,1,4.0,6.1
CUST03099,50,Female,New York,25305,8,85.52,684.16,Beauty,Online,31,0,4.4,3.9
CUST03100,48,Male,San Diego,20000,8,42.56,340.48,Groceries,Online,5,0,2.7,3.9
CUST03101,54,Female,Houston,40307,14,32.15,450.1,Automotive,In-Store,23,6,2.6,4.9
CUST03102,42,Female,Phoenix,22525,14,24.56,343.84,Books,Online,48,0,5.0,4.7
CUST03103,31,Female,Los Angeles,116943,17,177.07,3010.19,Toys,In-Store,4,2,4.5,6.7
CUST03104,37,Male,Houston,23974,7,142.29,996.03,Automotive,Online,46,0,3.7,3.8
CUST03105,40,Male,Philadelphia,49812,14,39.12,547.68,Toys,In-Store,10,3,3.3,5.0
CUST03106,52,Male,San Jose,71318,15,27.92,418.8,Health,Online,27,3,3.1,5.1
CUST03107,43,Male,San Antonio,60044,13,81.4,1058.2,Books,Mobile App,66,0,3.3,4.7
CUST03108,54,Male,Phoenix,65749,7,25.37,177.59,Automotive,In-Store,11,0,3.6,3.6
CUST03109,41,Non-binary,San Antonio,28652,14,102.88,1440.32,Automotive,Online,55,4,3.5,5.1
CUST03110,41,Female,Los Angeles,33649,7,274.66,1922.62,Clothing,Online,135,1,3.7,3.6
CUST03111,51,Male,Los Angeles,26347,11,41.09,451.99,Health,Online,18,2,2.5,4.4
CUST03112,60,Female,San Antonio,43294,17,54.85,932.45,Automotive,Online,17,1,3.5,5.7
CUST03113,38,Female,San Antonio,47465,9,73.8,664.2,Health,Online,142,4,3.0,3.4
CUST03114,29,Female,Los Angeles,78344,17,98.92,1681.64,Beauty,In-Store,4,1,3.5,6.1
CUST03115,31,Female,Houston,73863,13,61.45,798.85,Books,Online,8,0,3.8,5.0
CUST03116,18,Male,San Diego,25113,14,69.32,970.48,Groceries,Mobile App,1,3,3.2,5.3
CUST03117,25,Male,Phoenix,20000,12,40.14,481.68,Electronics,In-Store,3,0,4.4,4.7
CUST03118,34,Male,San Diego,46435,8,133.28,1066.24,Groceries,In-Store,84,0,3.7,3.7
CUST03119,41,Male,San Jose,29989,10,28.15,281.5,Books,Mobile App,48,2,3.6,4.0
CUST03120,60,Male,New York,41195,11,27.64,304.04,Health,Online,32,2,3.7,4.3
CUST03121,37,Female,Dallas,28232,14,42.67,597.38,Clothing,In-Store,18,3,3.9,5.0
CUST03122,40,Female,New York,27527,12,56.94,683.28,Beauty,In-Store,23,2,4.0,4.7
CUST03123,45,Male,San Diego,42379,11,45.55,501.05,Clothing,Mobile App,50,2,3.7,4.2
CUST03124,34,Male,San Jose,83177,16,40.03,640.48,Books,In-Store,1,0,4.1,5.5
CUST03125,20,Female,Chicago,86641,15,48.85,732.75,Toys,Online,11,0,3.3,5.3
CUST03126,27,Female,Chicago,72845,17,54.71,930.07,Toys,Mobile App,1,2,4.1,5.8
CUST03127,46,Female,Philadelphia,33586,12,71.02,852.24,Groceries,Online,1,1,3.6,4.9
CUST03128,43,Female,Houston,28747,11,69.52,764.72,Health,Online,77,0,2.9,4.2
CUST03129,18,Male,San Jose,30895,15,64.82,972.3,Toys,Mobile App,50,1,4.5,5.1
CUST03130,40,Female,San Diego,20116,10,118.44,1184.4,Automotive,In-Store,100,3,3.5,4.0
CUST03131,34,Female,Philadelphia,29742,15,36.24,543.6,Groceries,Online,12,3,3.9,5.2
CUST03132,28,Female,Los Angeles,69913,12,31.09,373.08,Electronics,In-Store,13,2,3.8,4.6
CUST03133,46,Female,San Antonio,49476,19,112.43,2136.17,Automotive,Mobile App,1,1,2.9,6.7
CUST03134,45,Female,Los Angeles,24796,11,53.89,592.79,Books,Mobile App,1,0,4.5,4.6
CUST03135,27,Female,Dallas,32986,13,73.06,949.78,Clothing,In-Store,4,0,4.3,5.1
CUST03136,18,Female,Dallas,80127,18,10,180,Electronics,Online,24,6,3.3,5.5
CUST03137,32,Female,New York,60989,11,44.48,489.28,Sports,Mobile App,32,2,4.8,4.4
CUST03138,40,Female,New York,96076,10,38.97,389.7,Beauty,Online,15,1,4.0,4.2
CUST03139,65,Female,San Diego,45920,14,54.34,760.76,Books,In-Store,31,3,4.1,5.0
CUST03140,49,Male,Phoenix,25427,14,88.96,1245.44,Health,In-Store,27,1,4.3,5.2
CUST03141,57,Male,Chicago,38010,13,55.2,717.6,Beauty,Online,37,2,2.7,4.8
CUST03142,25,Male,Houston,30567,15,272.55,4088.25,Toys,Online,81,7,2.9,6.3
CUST03143,24,Male,Los Angeles,20000,14,61.01,854.14,Toys,Mobile App,11,2,4.3,5.2
CUST03144,27,Female,Houston,66982,11,81.68,898.48,Sports,Online,15,1,3.2,4.6
CUST03145,29,Female,Philadelphia,88633,10,26.15,261.5,Toys,In-Store,27,3,2.2,4.1
CUST03146,28,Female,San Jose,55087,14,30.47,426.58,Electronics,In-Store,23,1,2.7,4.9
CUST03147,23,Male,Phoenix,42840,15,76.57,1148.55,Electronics,Online,27,2,3.2,5.4
CUST03148,18,Male,Philadelphia,40036,23,82.83,1905.09,Sports,Online,65,1,3.8,6.9
CUST03149,18,Female,San Jose,98072,15,64.37,965.55,Sports,Online,4,4,2.8,5.4
CUST03150,33,Male,Phoenix,34750,12,57.6,691.2,Groceries,In-Store,87,2,3.3,4.3
CUST03151,32,Female,Chicago,26166,9,119.27,1073.43,Health,Online,13,2,4.4,4.4
CUST03152,23,Male,Houston,75389,13,49.34,641.42,Electronics,Mobile App,18,2,4.8,4.9
CUST03153,35,Female,Chicago,39306,11,30.65,337.15,Health,Online,40,1,4.1,4.2
CUST03154,41,Male,Dallas,51985,13,233.84,3039.92,Automotive,Online,46,1,3.8,5.7
CUST03155,36,Female,Chicago,44801,16,22.32,357.12,Beauty,In-Store,45,4,3.0,5.1
CUST03156,30,Female,Dallas,39341,12,60.94,731.28,Beauty,In-Store,29,0,3.9,4.6
CUST03157,30,Male,San Diego,48216,14,26.51,371.14,Groceries,Mobile App,8,4,3.9,5.0
CUST03158,42,Female,San Diego,65762,8,74.8,598.4,Books,Online,21,0,3.8,3.9
CUST03159,41,Female,Philadelphia,62298,10,110.75,1107.5,Home & Garden,Online,45,1,4.1,4.4
CUST03160,43,Male,Phoenix,69061,12,158.44,1901.28,Health,In-Store,41,3,3.6,5.1
CUST03161,34,Female,Houston,21239,9,105.95,953.55,Beauty,Online,87,1,3.0,3.9
CUST03162,42,Female,New York,82735,9,107.33,965.97,Automotive,Mobile App,34,0,4.4,4.2
CUST03163,30,Female,Philadelphia,83628,15,37.01,555.15,Electronics,Online,3,1,3.5,5.3
CUST03164,54,Male,Philadelphia,122317,13,92.42,1201.46,Automotive,Online,2,0,3.3,5.2
CUST03165,35,Female,Dallas,160526,15,69.31,1039.65,Automotive,Mobile App,35,5,2.0,5.3
CUST03166,45,Non-binary,New York,44379,14,86.16,1206.24,Toys,In-Store,4,1,4.6,5.4
CUST03167,37,Male,Phoenix,40758,15,29.82,447.3,Groceries,In-Store,39,2,3.9,5.0
CUST03168,41,Female,Houston,41879,12,69.46,833.52,Home & Garden,In-Store,30,0,3.9,4.7
CUST03169,37,Male,New York,46954,13,36.87,479.31,Health,Online,176,3,3.5,3.8
CUST03170,27,Male,Houston,32591,12,72.02,864.24,Clothing,Mobile App,76,1,3.4,4.4
CUST03171,40,Male,Phoenix,29594,16,72.9,1166.4,Electronics,Online,1,2,3.5,5.7
CUST03172,38,Male,San Jose,80632,8,85.76,686.08,Toys,Online,32,1,3.5,3.9
CUST03173,31,Female,New York,54773,13,64.6,839.8,Beauty,In-Store,8,3,3.5,5.0
CUST03174,31,Male,San Diego,24358,10,132.07,1320.7,Clothing,Online,4,0,4.3,4.7
CUST03175,45,Male,Los Angeles,25564,12,95.77,1149.24,Automotive,In-Store,1,1,3.3,5.0
CUST03176,36,Female,Phoenix,40469,16,51.36,821.76,Health,Online,1,1,3.9,5.6
CUST03177,50,Male,Los Angeles,71446,16,105.17,1682.72,Toys,In-Store,33,0,4.0,5.7
CUST03178,47,Male,San Jose,49152,11,33.58,369.38,Toys,Mobile App,5,0,4.0,4.5
CUST03179,39,Male,San Antonio,46858,14,24.49,342.86,Health,Online,6,4,4.2,5.0
CUST03180,34,Female,Philadelphia,44167,13,34.08,443.04,Automotive,Online,5,3,3.9,4.9
CUST03181,33,Male,Phoenix,57960,8,53.02,424.16,Sports,Mobile App,128,1,2.5,3.2
CUST03182,34,Male,Phoenix,25037,11,123.43,1357.73,Automotive,In-Store,3,2,3.3,4.9
CUST03183,42,Female,Los Angeles,92001,13,80.47,1046.11,Groceries,Online,13,1,4.1,5.1
CUST03184,48,Male,Dallas,43828,8,113.55,908.4,Toys,Online,136,3,3.3,3.3
CUST03185,18,Male,San Antonio,54248,13,106.91,1389.83,Sports,Online,24,1,3.4,5.1
CUST03186,42,Female,Philadelphia,27501,13,33.5,435.5,Automotive,Mobile App,18,4,2.7,4.8
CUST03187,45,Male,Los Angeles,30174,11,35.26,387.86,Home & Garden,Online,6,1,3.7,4.5
CUST03188,41,Female,Philadelphia,45431,14,48.99,685.86,Automotive,Online,23,2,3.4,5.0
CUST03189,35,Female,San Jose,42756,22,84.44,1857.68,Home & Garden,In-Store,1,4,4.0,7.1
CUST03190,41,Male,Chicago,31063,9,90.17,811.53,Home & Garden,In-Store,69,0,3.6,3.9
CUST03191,39,Female,Chicago,39810,13,171.25,2226.25,Health,In-Store,22,3,3.6,5.5
CUST03192,51,Male,Dallas,43586,7,127.87,895.09,Toys,In-Store,46,1,4.1,3.7
CUST03193,35,Female,Phoenix,73736,15,41.06,615.9,Home & Garden,Mobile App,27,1,3.3,5.1
CUST03194,31,Male,Phoenix,32689,8,48.02,384.16,Beauty,Online,23,3,4.0,3.8
CUST03195,18,Male,Philadelphia,20953,12,114.24,1370.88,Beauty,Online,20,0,3.7,5.0
CUST03196,53,Male,San Antonio,61177,9,96.36,867.24,Books,Online,42,2,3.5,4.1
CUST03197,38,Female,New York,32575,7,64.84,453.88,Books,Online,34,0,4.0,3.6
CUST03198,23,Female,San Diego,64489,15,40.14,602.1,Sports,Online,2,1,4.6,5.3
CUST03199,19,Female,Houston,30956,13,72.08,937.04,Sports,Online,70,0,4.9,4.7
CUST03200,51,Male,Philadelphia,95326,20,35.61,712.2,Books,In-Store,5,3,3.4,6.2
CUST03201,31,Male,Dallas,41838,10,114.05,1140.5,Home & Garden,In-Store,25,0,4.1,4.5
CUST03202,37,Female,San Diego,43694,12,23.24,278.88,Sports,Online,8,1,4.2,4.6
CUST03203,60,Male,Philadelphia,46834,15,188.82,2832.3,Toys,Mobile App,7,2,4.3,6.2
CUST03204,29,Female,New York,20054,12,57.2,686.4,Books,In-Store,71,1,4.7,4.4
CUST03205,33,Female,San Diego,78140,9,69.62,626.58,Home & Garden,Online,14,1,3.4,4.2
CUST03206,30,Female,San Antonio,144643,13,39.52,513.76,Electronics,Online,10,1,4.1,4.9
CUST03207,40,Female,Phoenix,103576,10,38.39,383.9,Automotive,Online,22,0,4.6,4.2
CUST03208,18,Female,Los Angeles,92426,11,139.15,1530.65,Toys,Online,18,0,5.0,4.9
CUST03209,48,Female,Philadelphia,57480,7,22.27,155.89,Books,Mobile App,1,0,4.1,3.7
CUST03210,25,Female,San Jose,29872,20,102.81,2056.2,Sports,In-Store,2,2,4.2,6.8
CUST03211,38,Female,San Diego,60014,10,146.87,1468.7,Home & Garden,Online,6,1,3.4,4.8
CUST03212,32,Female,Phoenix,85692,9,125.31,1127.79,Automotive,In-Store,17,2,3.9,4.4
CUST03213,39,Male,New York,94083,13,50.6,657.8,Groceries,In-Store,19,0,4.3,4.9
CUST03214,50,Male,Philadelphia,26248,11,46.84,515.24,Beauty,Mobile App,27,3,4.0,4.4
CUST03215,20,Male,Houston,20000,10,40.4,404.0,Groceries,Online,1,3,3.9,4.3
CUST03216,48,Male,Philadelphia,28942,7,101.56,710.92,Beauty,Online,1,0,4.0,3.9
CUST03217,48,Non-binary,Phoenix,181124,7,21.29,149.03,Sports,In-Store,77,0,3.6,3.2
CUST03218,50,Female,Chicago,63989,17,110.34,1875.78,Clothing,In-Store,3,0,3.2,6.2
CUST03219,49,Male,San Diego,60728,5,24.32,121.6,Electronics,Mobile App,69,0,4.2,2.9
CUST03220,39,Male,Dallas,28139,16,44.64,714.24,Beauty,Online,49,3,4.0,5.2
CUST03221,43,Male,New York,20259,9,115.67,1041.03,Automotive,Mobile App,67,0,4.8,4.0
CUST03222,35,Male,Dallas,65666,18,95.0,1710.0,Toys,Online,8,0,4.8,6.3
CUST03223,33,Male,Los Angeles,51095,12,36.66,439.92,Clothing,In-Store,12,6,2.4,4.6
CUST03224,45,Non-binary,Los Angeles,33730,13,42.88,557.44,Automotive,Online,48,2,3.9,4.6
CUST03225,34,Female,Los Angeles,71496,11,109.38,1203.18,Health,Mobile App,9,1,3.9,4.8
CUST03226,36,Female,Houston,129850,15,68.17,1022.55,Clothing,In-Store,23,1,3.7,5.3
CUST03227,26,Male,Phoenix,49784,8,113.45,907.6,Toys,Online,32,0,3.6,4.0
CUST03228,37,Female,Chicago,48993,16,39.05,624.8,Beauty,Online,22,2,3.4,5.4
CUST03229,27,Female,Philadelphia,53450,9,44.15,397.35,Toys,In-Store,28,1,3.7,4.0
CUST03230,50,Female,San Antonio,61612,10,72.79,727.9,Electronics,Online,29,0,3.8,4.3
CUST03231,44,Male,San Jose,73680,9,115.51,1039.59,Books,Online,5,1,3.2,4.4
CUST03232,23,Male,San Antonio,56961,14,50.55,707.7,Groceries,Online,1,4,3.2,5.2
CUST03233,39,Male,Philadelphia,28249,11,50.49,555.39,Automotive,Online,41,0,3.5,4.3
CUST03234,49,Female,San Jose,40783,8,284.33,2274.64,Beauty,Mobile App,63,0,5.0,4.4
CUST03235,36,Female,San Jose,118429,12,67.65,811.8,Groceries,Online,12,1,3.9,4.8
CUST03236,27,Male,Phoenix,75042,20,125.59,2511.8,Groceries,Online,14,4,3.4,6.9
CUST03237,23,Female,New York,107935,13,55.0,715.0,Groceries,In-Store,10,1,3.6,4.9
CUST03238,35,Female,Philadelphia,86725,21,73.64,1546.44,Beauty,Mobile App,87,1,3.3,6.2
CUST03239,39,Female,Houston,144513,10,20.26,202.6,Sports,Online,3,0,4.0,4.2
CUST03240,18,Non-binary,Houston,55453,4,92.79,371.16,Home & Garden,In-Store,80,1,3.6,2.8
CUST03241,59,Male,San Diego,48247,14,116.39,1629.46,Clothing,Mobile App,26,2,3.8,5.4
CUST03242,44,Male,San Diego,49801,10,25.77,257.7,Home & Garden,Online,29,0,4.2,4.1
CUST03243,59,Male,San Antonio,107502,11,38.72,425.92,Home & Garden,Online,22,0,3.4,4.4
CUST03244,46,Male,Los Angeles,82844,9,85.54,769.86,Clothing,Mobile App,47,1,3.7,4.0
CUST03245,37,Female,San Jose,52613,12,35.19,422.28,Automotive,Online,23,3,4.1,4.6
CUST03246,30,Female,Los Angeles,76984,8,117.21,937.68,Toys,In-Store,47,1,3.7,3.9
CUST03247,48,Male,Philadelphia,91070,13,60.21,782.73,Books,Online,4,4,3.6,5.0
CUST03248,41,Non-binary,Dallas,35475,16,110.51,1768.16,Beauty,Online,44,1,3.9,5.7
CUST03249,38,Female,San Diego,21778,13,153.89,2000.57,Electronics,Online,16,0,3.8,5.4
CUST03250,31,Female,San Antonio,66416,11,883.72,9720.92,Clothing,Online,8,1,3.9,8.4
CUST03251,27,Female,Los Angeles,63964,13,66.45,863.85,Books,Mobile App,14,1,3.6,5.0
CUST03252,47,Female,Houston,20607,9,73.25,659.25,Clothing,In-Store,53,1,4.2,3.9
CUST03253,49,Female,San Diego,67651,16,232.05,3712.8,Electronics,Mobile App,14,1,2.9,6.7
CUST03254,41,Male,Philadelphia,42824,5,161.47,807.35,Electronics,Online,59,1,3.2,3.3
CUST03255,33,Male,San Jose,70733,9,58.82,529.38,Electronics,Online,17,0,3.7,4.1
CUST03256,34,Male,San Diego,85272,8,155.18,1241.44,Electronics,Online,98,1,3.9,3.7
CUST03257,50,Female,Phoenix,47700,14,204.23,2859.22,Beauty,In-Store,12,0,4.1,6.0
CUST03258,18,Female,San Antonio,52868,10,74.06,740.6,Groceries,Online,42,2,4.1,4.2
CUST03259,19,Female,Chicago,28308,9,187.08,1683.72,Groceries,Online,12,1,4.1,4.6
CUST03260,43,Female,Chicago,64781,9,88.56,797.04,Electronics,Online,33,2,4.4,4.1
CUST03261,53,Male,Philadelphia,55077,17,56.39,958.63,Sports,In-Store,62,2,3.6,5.4
CUST03262,39,Male,New York,39735,13,53.95,701.35,Beauty,Online,46,0,3.6,4.7
CUST03263,36,Male,Chicago,24261,19,132.85,2524.15,Books,Online,3,2,4.7,6.8
CUST03264,34,Male,San Jose,29142,9,83.83,754.47,Automotive,Online,55,2,3.1,4.0
CUST03265,24,Male,Philadelphia,23915,9,161.78,1456.02,Home & Garden,Online,125,0,4.0,3.8
CUST03266,43,Non-binary,Los Angeles,61686,11,66.09,726.99,Toys,Online,16,0,4.2,4.6
CUST03267,38,Male,Dallas,38492,11,25.16,276.76,Toys,Online,17,0,4.7,4.4
CUST03268,26,Female,New York,55652,9,35.67,321.03,Sports,Online,34,0,3.8,3.9
CUST03269,47,Female,Phoenix,22294,12,43.62,523.44,Groceries,Online,5,2,4.0,4.7
CUST03270,27,Female,San Jose,25887,17,35.48,603.16,Clothing,Online,4,0,4.1,5.6
CUST03271,40,Female,San Jose,48179,16,30.88,494.08,Home & Garden,Online,24,1,3.7,5.3
CUST03272,35,Female,Chicago,53239,7,21.57,150.99,Home & Garden,In-Store,36,0,4.2,3.5
CUST03273,18,Female,San Antonio,50401,12,272.51,3270.12,Sports,Mobile App,18,0,4.1,5.8
CUST03274,33,Male,Houston,25666,14,26.2,366.8,Sports,Online,8,1,3.8,5.0
CUST03275,27,Female,Philadelphia,40146,18,85.64,1541.52,Toys,In-Store,21,1,3.9,6.1
CUST03276,46,Female,San Jose,59646,11,204.75,2252.25,Sports,In-Store,29,0,4.2,5.1
CUST03277,23,Male,San Antonio,41423,16,50.04,800.64,Beauty,In-Store,6,3,5.0,5.5
CUST03278,50,Female,New York,79129,13,77.77,1011.01,Books,In-Store,18,1,5.0,5.0
CUST03279,28,Female,Chicago,30197,9,114.82,1033.38,Electronics,Online,16,0,4.3,4.3
CUST03280,42,Male,Houston,87454,10,133.29,1332.9,Groceries,Online,179,1,2.9,3.6
CUST03281,43,Male,San Diego,20000,12,74.95,899.4,Toys,Mobile App,43,1,3.5,4.6
CUST03282,47,Male,San Jose,26437,17,23.42,398.14,Books,Online,11,4,3.7,5.5
CUST03283,29,Male,San Jose,52525,9,160.05,1440.45,Sports,In-Store,28,1,3.2,4.4
CUST03284,20,Male,Phoenix,26220,11,27.36,300.96,Automotive,Mobile App,4,1,3.6,4.4
CUST03285,36,Male,Chicago,63718,9,54.74,492.66,Sports,Online,29,0,4.6,4.0
CUST03286,35,Female,Dallas,35894,12,192.06,2304.72,Toys,In-Store,3,0,4.0,5.5
CUST03287,43,Female,Philadelphia,35686,15,89.96,1349.4,Automotive,Online,5,2,4.0,5.6
CUST03288,18,Female,San Antonio,57580,18,89.27,1606.86,Electronics,Mobile App,5,1,3.6,6.2
CUST03289,26,Male,Houston,50900,13,56.11,729.43,Toys,Mobile App,8,2,4.6,5.0
CUST03290,18,Male,Phoenix,40215,10,104.26,1042.6,Groceries,Mobile App,23,1,3.8,4.5
CUST03291,18,Male,San Antonio,36516,11,35.49,390.39,Automotive,Mobile App,57,2,3.8,4.2
CUST03292,31,Male,Dallas,26723,15,109.28,1639.2,Groceries,Online,2,0,4.1,5.7
CUST03293,26,Female,Dallas,91848,14,29.72,416.08,Home & Garden,Online,7,3,4.0,5.0
CUST03294,34,Female,New York,33144,8,45.9,367.2,Home & Garden,In-Store,44,2,3.6,3.7
CUST03295,46,Male,San Jose,40693,11,101.75,1119.25,Groceries,In-Store,152,1,4.1,3.9
CUST03296,32,Female,New York,49065,12,75.36,904.32,Automotive,Online,11,2,2.9,4.8
CUST03297,47,Male,Dallas,28295,15,42.58,638.7,Groceries,Online,2,2,3.0,5.3
CUST03298,41,Male,Chicago,25448,15,248.1,3721.5,Health,Online,8,0,3.5,6.6
CUST03299,31,Female,Chicago,141961,9,206.71,1860.39,Automotive,Mobile App,13,1,4.1,4.7
CUST03300,52,Female,Houston,31497,14,54.1,757.4,Sports,Online,15,2,3.5,5.1
CUST03301,37,Female,San Antonio,30190,8,165.83,1326.64,Sports,Online,62,1,3.4,4.0
CUST03302,38,Female,San Antonio,20000,13,31.64,411.32,Toys,Online,27,1,4.5,4.7
CUST03303,36,Male,Phoenix,32447,13,66.01,858.13,Electronics,Online,20,2,3.3,4.9
CUST03304,35,Female,Phoenix,78070,17,147.12,2501.04,Home & Garden,Mobile App,5,2,3.3,6.4
CUST03305,21,Female,Los Angeles,27570,17,34.51,586.67,Electronics,In-Store,32,1,3.7,5.4
CUST03306,18,Male,San Diego,25290,8,56.23,449.84,Groceries,In-Store,139,0,3.8,3.1
CUST03307,20,Female,Houston,30302,14,99.94,1399.16,Books,In-Store,8,1,4.1,5.4
CUST03308,67,Female,San Antonio,55648,8,52.5,420.0,Health,Online,99,2,2.8,3.4
CUST03309,34,Female,Los Angeles,39373,10,58.33,583.3,Home & Garden,Mobile App,26,0,4.5,4.3
CUST03310,36,Male,San Antonio,140356,8,36.37,290.96,Clothing,In-Store,46,1,3.8,3.7
CUST03311,26,Female,Chicago,69032,11,24.03,264.33,Home & Garden,Online,1,1,3.5,4.5
CUST03312,46,Female,Philadelphia,30061,14,97.72,1368.08,Electronics,In-Store,2,3,3.7,5.4
CUST03313,43,Female,Dallas,36373,20,71.53,1430.6,Clothing,In-Store,48,3,3.9,6.2
CUST03314,18,Female,Houston,54520,9,372.4,3351.6,Toys,Online,25,1,4.0,5.3
CUST03315,27,Male,San Jose,45968,16,37.7,603.2,Toys,Online,34,1,3.8,5.3
CUST03316,48,Female,Philadelphia,50779,18,66.61,1198.98,Sports,Mobile App,5,2,3.2,6.1
CUST03317,33,Male,Phoenix,21322,17,118.59,2016.03,Clothing,In-Store,4,1,3.5,6.2
CUST03318,27,Male,Chicago,53001,11,136.54,1501.94,Toys,In-Store,29,0,4.3,4.8
CUST03319,38,Male,Los Angeles,51539,8,70.04,560.32,Clothing,Mobile App,15,1,3.9,4.0
CUST03320,43,Female,San Jose,143329,18,108.62,1955.16,Beauty,Online,7,1,3.4,6.4
CUST03321,56,Female,San Diego,54161,9,17.74,159.66,Books,Online,143,1,4.6,3.2
CUST03322,41,Female,Phoenix,62255,12,462.63,5551.56,Sports,Mobile App,14,1,3.5,6.8
CUST03323,42,Female,Philadelphia,46501,7,62.2,435.4,Books,In-Store,26,0,3.9,3.7
CUST03324,64,Male,Philadelphia,100334,13,71.32,927.16,Clothing,Online,29,0,3.9,4.9
CUST03325,48,Female,San Diego,30988,13,97.88,1272.44,Home & Garden,In-Store,41,4,2.8,5.0
CUST03326,42,Male,San Antonio,41783,12,48.51,582.12,Sports,Online,15,3,3.5,4.7
CUST03327,45,Female,San Diego,220807,13,187.36,2435.68,Automotive,In-Store,9,1,3.5,5.7
CUST03328,30,Female,San Jose,38440,7,41.05,287.35,Automotive,Mobile App,50,2,3.0,3.4
CUST03329,52,Female,New York,108785,12,44.24,530.88,Health,Online,7,1,4.4,4.7
CUST03330,43,Female,Los Angeles,23798,17,177.62,3019.54,Health,Online,29,3,3.5,6.5
CUST03331,28,Female,Houston,42139,8,51.8,414.4,Beauty,In-Store,66,2,4.0,3.6
CUST03332,41,Female,San Jose,56349,9,41.15,370.35,Books,Mobile App,53,0,3.8,3.8
CUST03333,40,Female,New York,58112,16,66.29,1060.64,Beauty,In-Store,101,0,4.5,5.0
CUST03334,44,Male,San Diego,91244,13,71.71,932.23,Health,Mobile App,5,0,4.0,5.1
